"geographic_area","county","gender","age","time_period","time_period_dates","year","admits","average_tcu_score","admits_w_reported_opioid_use","of_total_admits_w_opioid_use","admits_w_diagnosed_substance_abuse_problem","of_admits_w_diagnosed_substance_abuse","admits_w_opioid_use_in_past_12_months_before_admit_1","admits_w_opioid_use_in_past_12_months_before_admit_2","state_fips","county_fips","centroid","longitude","geocoded_column"
"County","Westmoreland","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","33","4.6","10","30.3","26","78.8","13","39.4","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Clarion","All","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","5","5","3","60","5","100","0","0","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Blair","All","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","43","7","26","60","40","93","27","62","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Pike","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","16","4.5","2","12","11","68","5","31","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Huntingdon","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","40","4.4","16","40","27","67.5","17","42.5","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Blair","Male","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","81","5.8","40","49","71","87","32","39","42","013","40.48555024","-78.34907532","POINT (-78.34907532 40.48555024)"
"State","Commonwealth","Male","50 to 55 years","2022 Q2","4/1/2022-6/30/2022","2022","116","4.8","52","44","83","71","29","25","42","000","39.346129)","-75.16775513",
"State","Commonwealth","All","56 to 99 years","2016 Q2","4/1/2016-6/30/2016","2016","119","3.4","9","7.6","65","54.6","17","14.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Clarion","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","1","7","0","0","1","100","0","0","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"State","Commonwealth","Male","25 to 29 years","2021 Q3","7/1/2021-9/30/2021","2021","234","6.3","148","63","202","86","115","49","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","0 to 11 years","2016 Q1","1/1/2016-3/31/2016","2016","0","0","0","0","0","0","0","0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Philadelphia","All","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","1244","3.5","196","15.8","746","60","268","21.5","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Mercer","Male","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","64","5","19","29.7","53","82.8","27","42.2","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Warren","All","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","59","5.3","15","25.4","49","83.1","22","37.3","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","York","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","256","4.2","54","21.1","191","74.6","63","24.6","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Forest","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","0","0","0","0","0","0","0","0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Cumberland","Female","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","1","9","0","0","1","100","1","100","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Northampton","All","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","16","5.9","4","25","14","87","3","18","42","095","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Montgomery","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","9","4.1","4","44.4","5","55.6","5","55.6","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Lawrence","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","9","6.7","4","44.4","8","88.9","6","66.7","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Wayne","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","24","6.3","11","45.8","22","91.7","12","50","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"State","Commonwealth","Female","45 to 49 years","2019 Q2","4/1/2019-9/30/2019","2019","25","4.1","5","20","19","76","8","32","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Mifflin","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","12","5.8","7","58.3","11","91.7","7","58.3","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Berks","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","60","6.2","39","65","52","86","27","45","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"State","Commonwealth","All","30 to 34 years","2021 Q3","7/1/2021-9/30/2021","2021","270","6.1","145","53","227","84","133","49","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","50 to 55 years","2021 Q1","1/1/2021-3/31/2021","2021","90","5.6","38","42","74","82","25","27","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","0 to 11 years","2017 Q1","1/1/2017-3/31/2017","2017","0","0","0","0","0","0","0","0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Union","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","13","3.6","4","30.8","7","53.8","3","23.1","42","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"County","Cambria","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","8","6.5","5","62.5","8","100","6","75","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Lehigh","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","52","5.3","29","55","36","69","20","38","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Adams","Male","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","67","6.3","44","65","58","86","23","34","42","001","39.87209565","-77.22224426","POINT (-77.22224426 39.87209565)"
"County","Columbia","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","8","6","5","62","7","87","4","50","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Franklin","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","35","4.8","14","40","26","74","11","31","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Pike","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","10","6.1","4","40","9","90","4","40","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Beaver","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","18","4.6","6","33.3","13","72.2","7","38.9","42","007","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"County","Erie","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","12","6.7","7","58.3","11","91.7","6","50","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Fayette","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","20","4.3","12","60","14","70","10","50","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Northumberland","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","6","7","5","83","6","100","3","50","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Luzerne","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","27","6.2","6","22.2","25","92.6","10","37","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Monroe","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","3","7.7","2","66","3","100","2","66","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"County","Monroe","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","30","4.7","8","26.7","21","70","9","30","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"County","Lackawanna","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","84","4.5","20","23.8","64","76.2","23","27.4","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Centre","Female","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","12","3.6","4","33.3","6","50","4","33.3","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Lebanon","Male","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","19","6.3","5","26.3","18","94.7","9","47.4","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Columbia","All","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","25","6.4","16","64","22","88","14","56","42","037","41.04912086","-76.41001892","POINT (-76.41001892 41.04912086)"
"County","Berks","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","18","3.7","8","44.4","8","44.4","8","44.4","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Northampton","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","255","4.4","81","31.8","178","69.8","85","33.3","42","095","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Blair","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","44","5.6","18","40.9","36","81.8","23","52.3","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Washington","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","3","7.7","3","100","3","100","2","66.7","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"County","Montour","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","3","5","0","0","2","66.7","0","0","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Juniata","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","3","7","2","66","3","100","0","0","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Indiana","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","11","6.5","5","45.5","10","90.9","5","45.5","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Northumberland","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","8","5.6","2","25","7","87.5","4","50","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Forest","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","0","0","0","0","0","0","0","0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Venango","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","2","4.5","0","0","2","100","0","0","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","Schuylkill","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","7","5.7","6","85.7","7","100","6","85.7","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Juniata","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","15","5.7","5","33.3","14","93.3","5","33.3","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Lawrence","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","3","4.7","0","0","2","66","0","0","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"State","Commonwealth","Male","20 to 24 years","2017 Annual","1/1/2017-12/31/2017","2017","1595","3.7","291","18.2","1101","69","407","25.5","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Male","20 to 24 years","2022 Q1","1/1/2022-3/31/2022","2022","130","3.8","52","40","86","66","39","30","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Delaware","All","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","17","4.8","5","29","13","76","5","29","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"County","Cumberland","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","2","5.5","2","100","1","50","1","50","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Luzerne","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","28","4.7","7","25","21","75","8","28.6","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"State","Commonwealth","All","30 to 34 years","2022 Q1","1/1/2022-3/31/2022","2022","214","5.7","86","40","185","86","97","45","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Luzerne","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","49","5.9","19","38.8","41","83.7","21","42.9","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Delaware","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","134","4.6","37","27.6","100","74.6","46","34.3","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"County","Bradford","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","17","5.4","6","35.3","14","82.4","6","35.3","42","015","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
"County","Berks","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","2","3.5","0","0","1","50","0","0","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Monroe","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","155","4.9","46","29.7","119","76.8","46","29.7","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"State","Commonwealth","All","12 to 19 years","2018 Q3","7/1/2018-9/30/2018","2018","61","3.2","5","8.2","40","65.6","9","14.8","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Schuylkill","All","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","43","5.9","27","62","36","83","16","37","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"State","Commonwealth","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","2489","4","672","27","1624","65.2","830","33.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Mercer","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","6","6.5","1","16.7","6","100","2","33.3","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Blair","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","27","6","15","55","24","88","8","29","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Westmoreland","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","39","4.2","13","33.3","24","61.5","15","38.5","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Columbia","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","11","7.2","3","27.3","11","100","7","63.6","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Montour","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","3","5.7","2","66.7","2","66.7","2","66.7","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Schuylkill","All","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","154","6.3","88","57","134","87","58","37","42","107","40.70751243","-76.22332764","POINT (-76.22332764 40.70751243)"
"County","Fulton","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","5","4.6","2","40","4","80","2","40","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Venango","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","11","6.8","4","36.4","11","100","6","54.5","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"State","Commonwealth","Female","12 to 19 years","2018 Q1","1/1/2018-3/31/2018","2018","2","7","0","0","2","100","1","50","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Clearfield","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","11","5.2","7","63.6","9","81.8","6","54.5","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Montgomery","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","100","4.4","25","25","74","74","30","30","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Montour","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","2","7","1","50","2","100","1","50","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Juniata","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","1","9","1","100","1","100","1","100","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","York","Female","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","13","6.9","5","38","12","92","10","76","42","133","39.92192531","-76.72576141","POINT (-76.72576141 39.92192531)"
